macros,positive frequency,length
('load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),45,3
('load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'),59,3
('load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),5,4
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'),5,4
('load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'),21,4
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),16,4
('move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),18,4
('load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'),41,4
('load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'),55,4
('prepare_unload_0'  'move_r0_l0_l1'  'move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'),5,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),3,5
('load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'),5,5
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'),4,5
('load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),14,5
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),15,5
('move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'),18,5
('load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'),41,5
('load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'  'prepare_unload_0'),44,5
('load_r0_l3_c3_k1_3'  'prepare_unload_0'),25,2
('prepare_unload_0'  'load_r0_l3_c3_k1_3'),22,2
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),20,3
('move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'),7,3
('load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'),21,3
('prepare_unload_0'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),21,3
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),8,4
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'),17,4
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'),7,4
('move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'),7,4
('load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),21,4
('prepare_unload_0'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'),18,4
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),5,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'),8,5
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'),17,5
('load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'),7,5
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'),7,5
('move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),7,5
('load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'),18,5
('prepare_unload_0'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'),14,5
('load_r0_l2_c2_k1_2'  'move_r0_l2_l3'),17,2
('move_r0_l2_l3'  'load_r0_l3_c3_k1_3'),22,2
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),9,3
('load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'prepare_unload_0'),2,3
('prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),2,3
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l3'),14,3
('load_r0_l2_c2_k1_2'  'move_r0_l2_l3'  'move_r0_l2_l3'),17,3
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_3'),22,3
('move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'),6,3
('prepare_unload_0'  'move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'),17,4
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),8,4
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'prepare_unload_0'),2,4
('load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'prepare_unload_0'  'move_r0_l1_l2'),2,4
('move_r0_l1_l2'  'prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),2,4
('prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),2,4
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l3'),5,4
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l3'  'move_r0_l2_l3'),14,4
('load_r0_l2_c2_k1_2'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_3'),17,4
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'),6,4
('move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'),6,4
('move_r0_l0_l1'  'prepare_unload_0'  'move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'),17,5
('prepare_unload_0'  'move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'),3,5
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'),2,5
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'prepare_unload_0'),2,5
('prepare_unload_0'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'prepare_unload_0'  'move_r0_l1_l2'),2,5
('load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'),2,5
('move_r0_l1_l2'  'prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),2,5
('prepare_unload_0'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l3'),2,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l3'  'move_r0_l2_l3'),5,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_3'),14,5
('load_r0_l2_c2_k1_2'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'),5,5
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'),6,5
('move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),6,5
('move_r0_l3_l1'  'load_r0_l1_c1_k1_3'),26,2
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l1'),6,3
('move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_3'),26,3
('move_r0_l3_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),22,3
('load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'),67,3
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),4,4
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l1'),4,4
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l1'  'move_r0_l3_l1'),6,4
('prepare_unload_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_3'),6,4
('move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),22,4
('move_r0_l3_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),21,4
('load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'),52,4
('load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'),61,4
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'),4,5
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l1'),3,5
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l1'  'move_r0_l3_l1'),4,5
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_3'),6,5
('prepare_unload_0'  'move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),5,5
('move_r0_l3_l1'  'move_r0_l3_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),21,5
('move_r0_l3_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'),21,5
('load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'),52,5
('load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'  'unload_r0_k1_0'),18,5
('prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'),24,3
('move_r0_l1_l0'  'prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'),1,4
('prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'  'unload_r0_k1_0'),11,4
('load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'  'prepare_unload_0'),43,5
('move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'),1,5
('move_r0_l1_l0'  'prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'  'unload_r0_k1_0'),1,5
('prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'  'unload_r0_k1_0'  'unload_r0_k1_0'),11,5
('load_r0_l3_c3_k1_2'  'move_r0_l3_l2'),27,2
('move_r0_l3_l2'  'load_r0_l2_c2_k1_3'),26,2
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l2'),24,3
('load_r0_l3_c3_k1_2'  'move_r0_l3_l2'  'move_r0_l3_l2'),26,3
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_3'),25,3
('move_r0_l3_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),7,3
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l2'),9,4
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l2'  'move_r0_l3_l2'),23,4
('load_r0_l3_c3_k1_2'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_3'),24,4
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),7,4
('move_r0_l3_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'),7,4
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'),13,4
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l2'),8,5
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l2'  'move_r0_l3_l2'),9,5
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_3'),21,5
('load_r0_l3_c3_k1_2'  'move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),7,5
('move_r0_l3_l2'  'move_r0_l3_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'),7,5
('move_r0_l3_l2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),3,5
('prepare_unload_0'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'),4,5
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'),13,5
('prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'  'prepare_unload_0'),3,5
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l2'),1,3
('move_r0_l3_l2'  'move_r0_l3_l2'  'prepare_unload_0'),3,3
('move_r0_l3_l2'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'),3,3
('prepare_unload_0'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),4,3
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l2'),1,4
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l2'  'move_r0_l3_l2'),1,4
('prepare_unload_0'  'move_r0_l3_l2'  'move_r0_l3_l2'  'prepare_unload_0'),1,4
('move_r0_l3_l2'  'move_r0_l3_l2'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'),3,4
('move_r0_l3_l2'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),3,4
('prepare_unload_0'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),4,4
('move_r0_l1_l3'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l2'),1,5
('load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l2'  'move_r0_l3_l2'),1,5
('load_r0_l3_c3_k1_2'  'prepare_unload_0'  'move_r0_l3_l2'  'move_r0_l3_l2'  'prepare_unload_0'),1,5
('prepare_unload_0'  'move_r0_l3_l2'  'move_r0_l3_l2'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'),1,5
('move_r0_l3_l2'  'move_r0_l3_l2'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),3,5
('move_r0_l3_l2'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),3,5
('prepare_unload_0'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'prepare_unload_0'),1,5
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'prepare_unload_0'  'move_r0_l2_l0'  'unload_r0_k1_0'),2,5
('prepare_unload_0'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'),2,3
('load_r0_l1_c1_k1_0'  'prepare_unload_0'  'move_r0_l1_l2'),6,3
('prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),25,3
('move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'),6,3
('load_r0_l1_c1_k1_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'),1,4
('prepare_unload_0'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'  'move_r0_l1_l2'),1,4
('load_r0_l1_c1_k1_0'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),6,4
('prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_1'),10,4
('move_r0_l1_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'),5,4
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'),6,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'),5,4
('move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'),1,5
('load_r0_l1_c1_k1_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'  'move_r0_l1_l2'),1,5
('prepare_unload_0'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),1,5
('load_r0_l1_c1_k1_0'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_1'),6,5
('prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'),10,5
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'),5,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_1'  'move_r0_l2_l1'  'move_r0_l2_l1'),5,5
('load_r0_l2_c2_k1_1'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'),5,5
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'),5,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'),2,5
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'),13,5
('load_r0_l1_c1_k1_0'  'prepare_unload_0'  'prepare_unload_0'),5,3
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l1_l2'),11,3
('load_r0_l1_c1_k1_2'  'prepare_unload_0'  'prepare_unload_0'),8,3
('prepare_unload_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'),3,3
('move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'),12,4
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'  'prepare_unload_0'),5,4
('load_r0_l1_c1_k1_0'  'prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'),1,4
('prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'  'move_r0_l1_l2'),2,4
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),8,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'prepare_unload_0'),1,4
('load_r0_l1_c1_k1_2'  'prepare_unload_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'),3,4
('prepare_unload_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'),1,4
('move_r0_l0_l1'  'move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'),10,5
('move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'  'prepare_unload_0'),5,5
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'),1,5
('load_r0_l1_c1_k1_0'  'prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'  'move_r0_l1_l2'),1,5
('prepare_unload_0'  'prepare_unload_0'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),2,5
('prepare_unload_0'  'prepare_unload_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_1'),4,5
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'prepare_unload_0'),1,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'),1,5
('load_r0_l1_c1_k1_2'  'prepare_unload_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'),1,5
('prepare_unload_0'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),1,5
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'move_r0_l1_l2'),16,3
('move_r0_l1_l2'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'),16,3
('prepare_unload_0'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'),2,3
('load_r0_l2_c2_k1_1'  'prepare_unload_0'  'move_r0_l2_l1'),2,3
('prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),18,3
('move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'move_r0_l1_l2'),16,4
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),16,4
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'),16,4
('move_r0_l1_l2'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'  'load_r0_l2_c2_k1_1'),16,4
('load_r0_l2_c2_k1_1'  'prepare_unload_0'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'),2,4
('prepare_unload_0'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'  'move_r0_l2_l1'),2,4
('load_r0_l2_c2_k1_1'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),2,4
('prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'),2,4
('move_r0_l0_l1'  'move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'move_r0_l1_l2'),13,5
('move_r0_l0_l1'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'move_r0_l1_l2'  'move_r0_l1_l2'),16,5
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_1'),16,5
('load_r0_l1_c1_k1_0'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'),16,5
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'  'load_r0_l2_c2_k1_1'),16,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'),2,5
('load_r0_l2_c2_k1_1'  'prepare_unload_0'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'  'move_r0_l2_l1'),2,5
('prepare_unload_0'  'load_r0_l2_c2_k1_1'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'),2,5
('load_r0_l2_c2_k1_1'  'prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'),2,5
('prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'),1,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),2,5
('load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'  'unload_r0_k1_0'),10,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),7,4
('prepare_unload_0'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),1,5
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),6,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'),6,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_3'),28,2
('prepare_unload_0'  'load_r0_l2_c2_k1_1'  'load_r0_l2_c2_k1_2'),16,3
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'prepare_unload_0'),15,3
('load_r0_l2_c2_k1_2'  'prepare_unload_0'  'move_r0_l2_l1'),8,3
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'),27,3
('move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),22,3
