Expanded states,MemoryError,Useful macros,config,group,instance,memory,overall_time,plan_size,real,retval,run,set,solved,sys,user
,False,,,set_2_hff,problem_449.anml,4097428,,,601.95897,137,,set_2,,4.090008,597.868962
,False,,,set_2_hff,problem_185.anml,2840548,,,601.973228,137,,set_2,,3.311966,598.661262
,False,,,set_2_hff,problem_443.anml,2485460,,,601.9149259999999,137,,set_2,,2.759916,599.15501
,False,,,set_2_hff,problem_33.anml,2868416,,,601.943849,137,,set_2,,3.391602,598.552247
,False,,,set_2_hff,problem_89.anml,3083840,,,601.959968,137,,set_2,,3.206868,598.7531
,False,,,set_2_hff,problem_291.anml,3266168,,,601.961964,137,,set_2,,3.5526429999999998,598.409321
,False,,,set_2_hff,problem_425.anml,3427716,,,601.935064,137,,set_2,,3.617892,598.317172
,False,,,set_2_hff,problem_385.anml,3441472,,,601.958358,137,,set_2,,3.667065,598.291293
,False,,,set_2_hff,problem_333.anml,3706328,,,601.9935370000001,137,,set_2,,4.014262,597.979275
,False,,,set_2_hff,problem_119.anml,2343912,,,601.916306,137,,set_2,,2.5391719999999998,599.377134
,False,,,set_2_hff,problem_77.anml,3360956,,,601.976924,137,,set_2,,3.307706,598.669218
31,False,4,,set_4_hff_PA_plus,problem_174.anml,453588,0.541679859161377,12,4.143213,0,,set_4,True,0.809465,3.333748
707,False,4,,set_4_hff_PA_plus,problem_148.anml,453352,2.7249104976654053,13,6.298283,0,,set_4,True,0.7527389999999999,5.545544
7,False,4,,set_4_hff_PA_plus,problem_246.anml,451060,0.3560640811920166,5,4.037475,0,,set_4,True,0.724648,3.312827
