macros,positive frequency,length
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'),10,5
('load_r0_l3_c3_k1_0'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_1'  'load_r0_l3_c3_k1_2'  'load_r0_l3_c3_k1_2'),10,5
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'),30,2
('load_r0_l1_c1_k1_3'  'prepare_unload_0'),23,2
('prepare_unload_0'  'load_r0_l1_c1_k1_3'),20,2
('load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),76,2
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),5,3
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'),1,3
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),1,3
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'),26,3
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'),11,3
('load_r0_l1_c1_k1_3'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'),17,3
('prepare_unload_0'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),19,3
('load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'),56,3
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),1,4
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'),1,4
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),1,4
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'),1,4
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'),11,4
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'),9,4
('load_r0_l1_c1_k1_3'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),17,4
('prepare_unload_0'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'),11,4
('load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'  'unload_r0_k1_0'),11,4
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'),1,5
('load_r0_l1_c1_k1_0'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'),1,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'),1,5
('load_r0_l1_c1_k1_1'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'),1,5
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'),1,5
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'),9,5
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),9,5
('load_r0_l1_c1_k1_3'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'),11,5
('prepare_unload_0'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'  'unload_r0_k1_0'),11,5
('load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),11,5
('load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),61,2
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'),4,3
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),19,3
('load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),57,3
('load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'),4,4
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),4,4
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),19,4
('load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'),45,4
('load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'),45,4
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'),3,5
('load_r0_l1_c1_k1_2'  'prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),4,5
('prepare_unload_0'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),4,5
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'),13,5
('load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'),45,5
('load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'  'unload_r0_k1_0'),8,5
('load_r0_l1_c1_k1_2'  'move_r0_l1_l2'),22,2
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'),23,2
('load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),72,2
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),60,2
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'),22,3
('load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'move_r0_l1_l2'),19,3
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'),20,3
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),21,3
('load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),51,3
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'prepare_unload_0'),7,3
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'),9,4
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'move_r0_l1_l2'),19,4
('load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'),17,4
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),18,4
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),16,4
('load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'prepare_unload_0'),7,4
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'prepare_unload_0'  'move_r0_l2_l0'),7,4
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'),9,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'move_r0_l1_l2'),8,5
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'),17,5
('load_r0_l1_c1_k1_2'  'move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),15,5
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),14,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'prepare_unload_0'),5,5
('load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'prepare_unload_0'  'move_r0_l2_l0'),7,5
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'prepare_unload_0'  'move_r0_l2_l0'  'prepare_unload_0'),5,5
('load_r0_l2_c2_k1_3'  'prepare_unload_0'),32,2
('load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),21,3
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'),21,3
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),5,4
('load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'),20,4
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'),21,4
('prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'),18,4
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),4,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'),4,5
('load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'),20,5
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'),18,5
('prepare_unload_0'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'  'unload_r0_k1_0'),18,5
('load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),24,2
('move_r0_l1_l3'  'load_r0_l3_c3_k1_3'),26,2
('load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),59,2
('load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),72,2
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),19,3
('load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'),22,3
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'),24,3
('move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),23,3
('load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),56,3
('load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'prepare_unload_0'),9,3
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),5,4
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'),17,4
('load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'),22,4
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),21,4
('move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),22,4
('load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'prepare_unload_0'),9,4
('load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'),9,4
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'),4,5
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'),5,5
('load_r0_l1_c1_k1_2'  'load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'),17,5
('load_r0_l1_c1_k1_2'  'move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),19,5
('move_r0_l1_l3'  'move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),20,5
('move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'prepare_unload_0'),2,5
('load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'),9,5
('load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'prepare_unload_0'  'move_r0_l3_l0'  'prepare_unload_0'),8,5
('load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'),63,3
('load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'),47,4
('load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'),52,4
('move_r0_l1_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'),20,5
('load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'),47,5
('load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'  'prepare_unload_0'  'prepare_unload_0'),36,5
('load_r0_l2_c2_k1_2'  'move_r0_l2_l1'),24,2
('move_r0_l2_l1'  'load_r0_l1_c1_k1_3'),24,2
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'),24,3
('load_r0_l2_c2_k1_2'  'move_r0_l2_l1'  'move_r0_l2_l1'),21,3
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'),20,3
('move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),18,3
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'),10,4
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'  'move_r0_l2_l1'),21,4
('load_r0_l2_c2_k1_2'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'),20,4
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),14,4
('move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),16,4
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'),8,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'  'move_r0_l2_l1'),9,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'),20,5
('load_r0_l2_c2_k1_2'  'move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),14,5
('move_r0_l2_l1'  'move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),12,5
('move_r0_l2_l1'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'),13,5
('load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'  'prepare_unload_0'  'prepare_unload_0'),37,5
('move_r0_l2_l1'  'prepare_unload_0'),8,2
('move_r0_l2_l1'  'move_r0_l2_l1'  'prepare_unload_0'),1,3
('move_r0_l2_l1'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'),1,3
('prepare_unload_0'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),1,3
('load_r0_l2_c2_k1_2'  'move_r0_l2_l1'  'move_r0_l2_l1'  'prepare_unload_0'),1,4
('move_r0_l2_l1'  'move_r0_l2_l1'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'),1,4
('move_r0_l2_l1'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),1,4
('prepare_unload_0'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),1,4
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l1'  'move_r0_l2_l1'  'prepare_unload_0'),1,5
('load_r0_l2_c2_k1_2'  'move_r0_l2_l1'  'move_r0_l2_l1'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'),1,5
('move_r0_l2_l1'  'move_r0_l2_l1'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'),1,5
('move_r0_l2_l1'  'prepare_unload_0'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'),1,5
('prepare_unload_0'  'load_r0_l1_c1_k1_3'  'load_r0_l1_c1_k1_3'  'move_r0_l1_l0'  'move_r0_l1_l0'),1,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'),27,2
('prepare_unload_0'  'load_r0_l2_c2_k1_3'),11,2
('move_r0_l1_l2'  'move_r0_l1_l2'  'prepare_unload_0'),4,3
('move_r0_l1_l2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'),1,3
('prepare_unload_0'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),3,3
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'),27,3
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),4,3
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'),10,3
('prepare_unload_0'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),9,3
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'),53,3
('load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'  'prepare_unload_0'),1,4
('move_r0_l1_l2'  'move_r0_l1_l2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'),1,4
('move_r0_l1_l2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),1,4
('prepare_unload_0'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'),2,4
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),4,4
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'),4,4
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),9,4
('prepare_unload_0'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'),9,4
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'  'unload_r0_k1_0'),6,4
('load_r0_l1_c1_k1_1'  'load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'  'prepare_unload_0'),1,5
('load_r0_l1_c1_k1_1'  'move_r0_l1_l2'  'move_r0_l1_l2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'),1,5
('move_r0_l1_l2'  'move_r0_l1_l2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'),1,5
('move_r0_l1_l2'  'prepare_unload_0'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'),1,5
('prepare_unload_0'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'),2,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'),4,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),4,5
('load_r0_l2_c2_k1_3'  'prepare_unload_0'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'),9,5
('prepare_unload_0'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'  'unload_r0_k1_0'),6,5
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'  'unload_r0_k1_0'  'unload_r0_k1_0'),6,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),23,3
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'),8,4
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),23,4
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),15,4
('load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'),44,4
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'),47,4
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'),7,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'),7,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'),15,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'),14,5
('load_r0_l2_c2_k1_3'  'load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'),44,5
('load_r0_l2_c2_k1_3'  'move_r0_l2_l0'  'move_r0_l2_l0'  'prepare_unload_0'  'prepare_unload_0'),39,5
('load_r0_l2_c2_k1_2'  'move_r0_l2_l3'),23,2
('move_r0_l2_l3'  'load_r0_l3_c3_k1_3'),27,2
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l3'),23,3
('load_r0_l2_c2_k1_2'  'move_r0_l2_l3'  'move_r0_l2_l3'),22,3
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_3'),26,3
('move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),20,3
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l3'),8,4
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l3'  'move_r0_l2_l3'),22,4
('load_r0_l2_c2_k1_2'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_3'),22,4
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),19,4
('move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),19,4
('move_r0_l1_l2'  'move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l3'),6,5
('move_r0_l1_l2'  'load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l3'  'move_r0_l2_l3'),8,5
('load_r0_l2_c2_k1_2'  'load_r0_l2_c2_k1_2'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_3'),22,5
('load_r0_l2_c2_k1_2'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'),15,5
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),18,5
('move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'),16,5
('load_r0_l3_c3_k1_3'  'prepare_unload_0'),21,2
('prepare_unload_0'  'load_r0_l3_c3_k1_3'),18,2
('move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'),7,3
('load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'),17,3
('prepare_unload_0'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),16,3
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'),7,4
('move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'),7,4
('load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),16,4
('prepare_unload_0'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'),16,4
('load_r0_l2_c2_k1_2'  'move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'),7,5
('move_r0_l2_l3'  'move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'),7,5
('move_r0_l2_l3'  'load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'),7,5
('load_r0_l3_c3_k1_3'  'prepare_unload_0'  'load_r0_l3_c3_k1_3'  'move_r0_l3_l0'  'move_r0_l3_l0'),16,5
